,TARGET,Pred
13639,0,0.09670454929788147
192355,0,0.5046602360543161
139272,0,0.5979319156259962
162957,0,0.8017366215290184
168011,0,0.64342674283055
284026,0,0.48984059336700925
126622,0,0.4628979058073678
153987,1,0.7218876069666615
275321,0,0.43665453156868445
229128,1,0.6833810762895912
304577,0,0.8247343866938506
30214,0,0.571368786955361
125209,0,0.612769674008447
304140,0,0.5048422143750193
49241,0,0.459330014992284
248989,0,0.691705884013781
294674,0,0.42606101879524627
244540,0,0.787951214577857
109747,0,0.26848159991159676
114952,0,0.1769805122619035
17384,0,0.595844396302235
279733,0,0.2291061910056941
274880,0,0.33816417976386326
253479,0,0.6206938452905648
149240,0,0.4454275130566399
165297,0,0.43437628414196994
62636,0,0.2972283609458851
226269,1,0.8697829343292823
237228,0,0.19108897754872226
227173,0,0.6292101637452504
291673,0,0.4372537342770612
130418,0,0.618688152546745
43304,0,0.2361853763917105
63746,0,0.5347124553395476
240091,0,0.4439143072470515
158904,0,0.586468857256548
176247,0,0.17521581883014492
1062,0,0.20917923512948047
175250,0,0.3564579387603399
177076,0,0.8237006623646358
302893,0,0.4183219471029408
90269,0,0.5712258788090749
249580,0,0.41752294738596446
284808,0,0.7952316885974859
168117,0,0.34175448198691205
91594,0,0.09867132741446494
159173,0,0.5339128437075699
139908,0,0.39882926143397696
270757,0,0.4415083891692946
148156,0,0.3349144670418667
285184,0,0.7022362555292035
174285,0,0.4477913812745267
132044,0,0.3565385219322243
255199,0,0.32718418161944096
196522,0,0.7147510883019546
10159,0,0.5541972891951522
282510,0,0.10609777528617373
60980,0,0.23079014516538393
46292,0,0.45460659791346536
164302,0,0.3637239219134516
218774,0,0.3741892493197243
93300,0,0.5916288444163992
110936,0,0.546617379042824
232489,0,0.34813926952664054
55191,0,0.6618123787895959
56760,0,0.2100682709926966
46819,1,0.8347288001330391
200770,0,0.23562833660844928
256073,0,0.4808611027655857
68679,0,0.594940820010244
89666,0,0.27413189971260893
80936,0,0.49443595937632084
189877,0,0.7481134476461201
284037,0,0.6125498535026757
290948,0,0.47214209650225164
65096,0,0.5510752933034931
128604,0,0.2997516987017564
224416,0,0.5097089575085338
6109,0,0.8043276475086047
121040,0,0.48629968238556653
254739,0,0.1656059568546115
163850,0,0.20840483093112736
285293,1,0.6166216936555458
2440,0,0.5323211062996559
174058,0,0.28667431010770433
28468,0,0.3221695911607256
255973,0,0.5154592479904153
263339,0,0.263786523695955
73486,0,0.5122412090344155
27325,0,0.21961978675590427
144556,0,0.3819499756513806
27331,0,0.20663596752902677
168288,0,0.5177779412228442
286739,0,0.42585906101078863
272429,0,0.364091568578949
186266,0,0.3973311192226275
136972,0,0.3474057380721475
223207,0,0.31526182860865276
129687,0,0.5837262134156028
299530,0,0.3827810975633992
298095,0,0.2195609474215908
204093,0,0.41824003447147295
24071,0,0.32014905313865
249031,0,0.18951609667230424
224702,0,0.5744526002218581
299984,0,0.21776054412378587
148340,0,0.6343498942332729
179783,0,0.5113132366544216
85576,0,0.6597973642561352
174054,1,0.7611041559106401
105863,0,0.6915433970169683
172319,0,0.148551480154071
42588,0,0.6634878842504714
156322,0,0.46571355331265807
220862,0,0.32873054556996395
210524,0,0.7827175342957037
80988,0,0.23228145283329624
17168,0,0.41145063599901843
265090,0,0.2728509853564833
172045,0,0.5820863364291976
30453,0,0.19894288426265738
169381,0,0.31551139422765073
108084,0,0.505790645563559
95214,0,0.3813842370566692
36203,0,0.7302658828298708
279315,0,0.6236731377861177
201260,0,0.21535164899825823
203547,0,0.2938890962626991
133189,0,0.6893434877791875
228011,0,0.3376702219388952
106960,0,0.7032402488018081
235423,0,0.34307906891235523
232043,0,0.584363056896559
142311,0,0.5600373521941754
224426,0,0.43933555515622064
149460,0,0.5839785503653807
181506,0,0.28853914922307977
86721,0,0.4826917172726105
58770,0,0.33480591977918256
189173,0,0.6303280659759164
21281,0,0.4461657585156827
213883,0,0.34652630385888905
261865,0,0.5278638920315755
86251,0,0.5876376913921673
6995,0,0.4451725715125462
66023,0,0.62347284145349
255433,0,0.5477119162056601
305698,0,0.4593571782382476
12332,1,0.7782929413577311
48862,0,0.6005163883742849
267251,0,0.5403485996002707
18468,0,0.5766303914803194
87635,0,0.2435808361705743
110352,0,0.46269385983141015
28980,0,0.2974461906012883
86929,1,0.4369775766333539
191032,0,0.45325521993811185
198448,0,0.2107339992872471
54415,0,0.4176038640664699
108297,0,0.4112137212303409
188477,0,0.33386628042755284
182517,0,0.6577362111637483
66761,0,0.4484740093395971
183623,0,0.436746791674488
254684,0,0.3463713860915248
260591,0,0.32724128889922494
294630,0,0.31163740686908475
214124,0,0.3523304376269159
84108,0,0.4773115959364123
44451,0,0.27921966363065914
172080,0,0.45513831297821994
167207,0,0.31197900681904944
307024,0,0.35621612010504156
175314,0,0.07442834844830593
101110,0,0.4424402679706282
130182,0,0.31665787520319644
265530,0,0.6134123842088346
303730,0,0.21517845795648138
55786,0,0.36808732531520005
210267,0,0.38362423307296273
163135,0,0.4124817527766134
174568,0,0.8461823073138571
175777,0,0.0858121342681223
254232,0,0.37807039595505226
292604,1,0.43969699129211165
172355,0,0.33712109844110927
56251,0,0.542159395346221
50916,0,0.40118372160660576
234811,0,0.21024822120691083
155336,0,0.16336323913692194
300065,0,0.39480478934556185
9422,1,0.4993722929291134
228859,0,0.21233741528260397
108147,0,0.34990447925737705
293874,0,0.5053173438536277
203224,0,0.8433102051844811
104456,0,0.24348366849838987
211012,0,0.3144427163356537
79037,1,0.599783692864383
260331,0,0.18828484334660708
118485,0,0.3955020913249247
39451,0,0.2096024040846982
296298,0,0.5838253046588888
215470,0,0.25067881910545114
150241,0,0.6400861166893526
86409,0,0.24474606119221493
206091,0,0.41496512980868744
132025,0,0.24273909788586276
239303,0,0.47794308041406824
271828,1,0.4653211450348856
156224,1,0.623357239898191
217433,0,0.7104092111073564
42019,0,0.26712795398299394
169131,0,0.577587732000266
12064,0,0.3023166954921277
207278,1,0.4806009899231357
223298,0,0.5044228786598456
225831,0,0.41738214246285305
225306,0,0.19719380437874062
179799,0,0.529563674078733
286983,0,0.25204920224322486
167429,0,0.42850545451807803
181760,0,0.27981780380427396
259482,0,0.3138389596192518
127892,0,0.5043728562297963
58368,0,0.5692088860129967
35233,0,0.21183481439415683
56396,0,0.27803326060568595
175043,0,0.5491449240391046
146573,0,0.4064246299167685
228544,0,0.31521578984531917
35882,0,0.461968197571871
222084,0,0.6857869129619916
205325,1,0.6916102201489623
70038,0,0.8243094153659088
281668,0,0.36826451230529506
42012,0,0.35065399559647464
293503,0,0.21041807947156474
113176,0,0.3446530280054842
270908,0,0.36965661778224457
224285,0,0.47719971178320697
26037,0,0.4488384624015715
247309,0,0.5240025920787703
176049,0,0.2263703400794246
81703,0,0.6487239433760891
11971,0,0.47851538251545506
152540,0,0.3138085338778919
262971,0,0.6440745155110609
169861,0,0.3637772410157923
54223,0,0.41463140223533385
143421,0,0.5633438227349821
234520,0,0.4408029769518082
212865,1,0.42421530768139537
211483,0,0.4508749265224844
31962,0,0.6345638237432759
40701,1,0.7102679436894447
39656,0,0.3214258798971213
228910,0,0.8162007258817797
200693,0,0.5008579562131985
199795,0,0.6035118665160822
283961,0,0.27476093474181124
85213,0,0.43345313583158124
122192,0,0.32353848572051264
7532,0,0.13970737439547626
110565,1,0.7091233094822311
121611,0,0.4790093891923691
271656,0,0.6076119982923727
186442,0,0.2156033315954308
215840,0,0.2827004482405827
148885,0,0.638626127371707
143735,0,0.3510039748284134
236054,0,0.41455086748471626
70161,0,0.34989374253729555
303655,0,0.30411427896565035
299336,0,0.734492978260331
260186,0,0.3569319384909628
65472,0,0.4664769758913027
188723,0,0.6011297490745284
222849,0,0.34634474654556646
290024,0,0.34189326368462664
86005,1,0.6627678682552699
203455,0,0.29630810220154313
105495,0,0.4230861345662851
183290,0,0.21415493784034814
116087,1,0.2840980478698658
166826,0,0.1867460984496764
299111,0,0.5738610663374314
198785,0,0.09612431587177789
291628,0,0.5878200974164648
220319,0,0.5974839638901348
208121,0,0.6502448401579456
290063,0,0.7997478819998989
163254,0,0.18177414050604007
304172,0,0.34422122386884946
221936,0,0.3783884194383878
293363,0,0.5008726170177994
5854,0,0.18543967308526266
245265,0,0.24784952285164896
64540,0,0.5221558722390456
13354,0,0.4206648482759392
126407,0,0.19173794662678426
52436,0,0.2148330672691011
39489,0,0.4593967276289043
52558,0,0.6114592957453578
67517,0,0.5705290355324891
54207,0,0.377119242635418
217793,0,0.7054780926874203
22793,0,0.42041508299880836
61839,0,0.48718747326248163
291643,0,0.5033065635184952
31908,0,0.42743097220020015
50339,0,0.2801050934298799
154110,0,0.5019938892115284
235716,0,0.279190786904515
15058,0,0.18870457867623314
30053,0,0.29961897067808524
147146,0,0.27077794357780777
134418,0,0.2894493018056331
306821,0,0.4075804484280371
122327,0,0.3959230534070405
80485,0,0.27498925449352246
251730,0,0.22847680724459565
89814,0,0.2131352298185617
220399,0,0.7707315045612924
211925,0,0.1760539534462968
186716,0,0.4043550699015785
1486,0,0.34132872877124365
25588,0,0.4949867301952326
112559,0,0.2564965289655093
153338,0,0.4660015836633934
106397,0,0.3926211346569243
296647,0,0.22037554241506938
61041,0,0.5394145646141858
189878,0,0.24808468308332746
124561,0,0.28535431485572843
182263,0,0.23084791479946312
150394,0,0.18147154618683103
580,0,0.5206477630570863
212320,0,0.4620521125591709
24304,1,0.5278330372676607
162369,0,0.24417757399905293
234570,0,0.3214792449418667
175794,0,0.3372992380701296
217476,0,0.31784094940700125
6797,0,0.2803275776448957
44250,0,0.3219419536787749
229788,0,0.17433653448149128
50800,1,0.42257169374639564
107706,0,0.5801523816453161
136266,0,0.3589794867564051
260163,0,0.19750106495622202
167074,0,0.29003943876113547
283556,0,0.5942234450580184
109722,0,0.3914821220994258
133034,0,0.5989137933979415
50093,0,0.7659797254867154
170219,0,0.283678153223217
24154,0,0.3956685731944865
84344,0,0.3271825786103933
13343,0,0.27115029401914537
42477,0,0.28807983563200873
225471,0,0.38431396431674336
274324,0,0.36889319224481715
296362,0,0.206549353298595
218913,0,0.4951244022438388
168726,0,0.37032752462835855
147160,1,0.24446971550650168
59849,0,0.3774306472989369
255753,0,0.4947431213696018
116597,0,0.40719286021178247
223368,0,0.6115805352810737
254279,0,0.24081227496964322
76382,0,0.38634744874927046
192891,0,0.325076227298055
267321,1,0.2917523491795897
94587,0,0.42047002568623926
104405,0,0.5733785683104922
62968,0,0.1796035895930725
68851,0,0.3383790566937911
303129,0,0.3634402622325317
251909,0,0.22725765248844032
78359,0,0.3116333591004181
36656,0,0.3014653034371392
35942,0,0.2929667864791524
153224,0,0.35697830256881286
20716,0,0.3366039033971287
89,0,0.2870251471064704
295564,0,0.32941544571828707
115351,0,0.5247482523248934
274062,0,0.2906055386505521
161969,0,0.32122860712138135
9467,0,0.1258273336106255
195745,0,0.7028245949055039
72844,0,0.3233510243136372
180007,0,0.15459966095052985
194911,0,0.21276837008843816
210461,0,0.3237101658657243
266649,0,0.4972704051845161
46758,0,0.5677120914757651
288612,0,0.7258562397038405
237232,0,0.3187592910164159
41148,0,0.3047908234231592
118897,0,0.2707457121029024
116043,0,0.4915301965247259
167605,0,0.47807454498887597
169692,0,0.6794591206574981
173652,0,0.1919590252126206
301021,0,0.248282589983937
155134,0,0.4098835631665262
83975,0,0.2669020560582869
261319,0,0.15774911883646975
261874,0,0.5817036494174842
139884,1,0.8748007808338227
90682,1,0.6524914991246049
285257,0,0.3158412277271994
10587,0,0.658978561081808
7833,0,0.4968381199011725
255550,0,0.1854086532762959
150651,0,0.683299654925023
248888,1,0.7407230881632836
152086,1,0.6968879220859592
132142,0,0.40840874834277713
199006,0,0.545287062745462
144627,0,0.7657426244357627
217826,0,0.7253051560125214
232576,0,0.6215305873976733
223049,0,0.32992135157727476
170213,0,0.16316044122007453
58122,1,0.6375245094497396
208718,0,0.5361074845730687
192925,0,0.3366757614239106
266957,0,0.1879512328582458
10854,0,0.2834727564526493
45425,0,0.5152786456580806
304902,1,0.3178059590787101
11088,0,0.4408964483037382
105015,1,0.47225308083928536
291855,0,0.3700104341084715
146630,0,0.2568065002809271
282302,0,0.360222653664489
295314,0,0.2795450463579628
290922,0,0.28474160575708934
88603,0,0.6155991554473343
139291,0,0.4438043696873199
237823,0,0.8030679825938296
78894,0,0.6212779592970092
20406,0,0.3510060947811439
160774,0,0.13949976476393
164342,1,0.7235321642896463
80638,0,0.17825311652305145
34622,0,0.3748644389233745
291743,0,0.7021946637346317
298547,0,0.12773080250798857
185692,0,0.2584393757939215
72174,0,0.24820559960691238
79352,0,0.43402532746975836
8466,0,0.15368935504159237
128552,0,0.29516286030746913
63578,0,0.6099194080568154
274701,0,0.31077142292528687
81610,0,0.6136090788102131
150702,0,0.2742229221822328
75582,0,0.35315157639616657
76901,0,0.3363637571568393
58412,0,0.23408643819888075
69798,0,0.6438547043445013
210239,0,0.3785302194076421
240716,0,0.4088971014060795
77669,0,0.4205440704695124
301867,0,0.19200482383561113
104872,0,0.6719606239850631
61683,0,0.4258453439199785
282257,1,0.36819150260288924
162480,0,0.5973196214986575
203751,0,0.604021718670725
7932,0,0.43669875191693336
45933,0,0.43186031570639366
202801,1,0.28914865715531063
31903,0,0.24764870394072358
274232,1,0.8071497906399137
176140,0,0.3423349982703477
107375,0,0.2584014888946891
277116,0,0.7104137512157049
287691,0,0.29591967406891284
245366,0,0.6607676154544546
143378,1,0.46626635615703926
239236,0,0.5458310761304043
128072,0,0.17500591765211598
143316,0,0.294287900900563
168113,0,0.5435850926787588
74024,0,0.42361638804503204
55312,0,0.4547034581585488
302952,0,0.35269694518078165
22342,0,0.33898388201277363
286682,0,0.6628575747627027
3504,0,0.6180032342986471
174465,0,0.5364171967560669
246472,1,0.626215432012296
106172,0,0.1765261855768176
40186,0,0.3711440567801075
256259,0,0.24355959937182564
144365,0,0.4085379151099764
27171,0,0.11997318117838827
103400,0,0.5867143246278349
294021,0,0.6287562325614883
118278,0,0.5623083693944639
278115,0,0.6183557088600401
156008,0,0.6375076184466054
177944,0,0.2695104153841418
191119,0,0.28675176401549274
138066,0,0.243115651752634
217418,0,0.5791391160342643
129151,0,0.3194250326599372
280392,0,0.23832766720704165
47300,0,0.3946163255696699
226917,1,0.45047181835132755
104308,0,0.2927841864684325
31371,0,0.2421937701788674
122235,0,0.19091130019789515
44181,0,0.41478867851976015
52215,0,0.6725904765052495
266636,0,0.4491336603163446
154240,0,0.2636024180998036
275123,0,0.3808646796217034
209777,0,0.21076911225360076
112923,0,0.6186215075388173
258904,0,0.471785345027141
277216,0,0.23613139804301214
239096,0,0.734779859962319
262938,1,0.6419468036800074
102477,0,0.32054040955681457
39282,0,0.4858345660687356
222179,0,0.4489975952103016
143647,1,0.5452964019929144
184528,0,0.3160035074255982
134357,0,0.5066908619681962
118515,0,0.5661672549481298
274801,0,0.3311910887389412
60144,0,0.5582941407221238
278822,1,0.260177268647129
88794,0,0.6707315228788734
176147,0,0.23669454372423096
52057,0,0.2796168705095972
47810,0,0.4867303125730706
215701,0,0.24517311349715074
228429,0,0.41645282074040135
235221,0,0.3338985864068963
255370,0,0.8155914723890402
124810,0,0.31871800681810947
142145,0,0.37899760524826437
159467,0,0.15971558713339548
278330,0,0.6261816962565052
267385,0,0.5040986716098436
90683,0,0.6917395451017042
131480,0,0.5025564924946707
58709,0,0.49178931136061776
88597,0,0.4398671923670691
260011,1,0.7028362750958704
23598,0,0.5051966130196945
178667,0,0.29939208784835447
189311,0,0.34635705097262875
39316,1,0.8775000095459147
190159,0,0.2997287013278394
54019,0,0.48677612345831395
68875,0,0.6446425874072135
146985,1,0.2745059288178155
216926,0,0.548370088364863
7615,0,0.26028809149217985
106274,0,0.4690051223726619
5790,0,0.18138569175515593
198647,0,0.4566452067100629
116862,0,0.17811336715875986
8668,0,0.39249374504580486
77786,0,0.40267556364726464
46727,0,0.4092709884843479
172150,0,0.28787732591983517
76151,0,0.17702205914555422
11767,0,0.3440422534250136
158475,0,0.24974430180526067
67684,0,0.5809917373571094
26395,0,0.4904619117241957
250621,0,0.6076296757899486
101338,0,0.20527784161666238
143673,0,0.577856490199512
166906,0,0.6359158946203236
35012,1,0.5636096001107147
69234,0,0.34980890039645823
173296,1,0.5977055738303654
64570,0,0.49797941161256226
109507,0,0.49017266653526936
156813,0,0.4088286987403218
67531,0,0.7357926414364426
140831,0,0.5794067511935198
278829,0,0.472485323822485
217924,0,0.39829104681536814
7070,0,0.3575130690233186
91113,0,0.383661906593846
242404,1,0.7644225442117709
283176,0,0.7606516052730472
175175,0,0.30021912552956703
65397,1,0.6525583255719545
165566,0,0.41755722933775546
191438,0,0.6364445063704309
131505,0,0.41140845288100064
192056,1,0.7246850568720705
170195,0,0.30800730134450455
278272,0,0.4243497333439948
53457,0,0.32442697402181886
209646,0,0.84116490341291
170042,0,0.4495829689770649
74272,0,0.3888404673307044
28322,0,0.5629461557515008
193607,0,0.3566766788390415
65317,0,0.2097629172014848
251528,0,0.26846293790520975
72198,0,0.4833462798785759
73902,0,0.7452671100633491
274441,0,0.2964106240060939
237033,0,0.49533468806077285
164603,0,0.24210174127615733
212230,0,0.8220447838957781
69875,0,0.663137802601403
4598,1,0.21561724309978308
247764,0,0.2946541731393584
7333,0,0.576024882673254
5665,0,0.6970805524116294
38000,0,0.41820466469322964
119752,0,0.47506530871424624
79565,0,0.3315808747549085
116375,0,0.21458018362915515
142824,0,0.23690253135469014
39584,0,0.3095276770666284
2785,0,0.4664300461883214
30218,1,0.8091565640509544
286877,0,0.3452245270639915
76883,1,0.47793276807735885
136051,0,0.4292949461792784
132117,0,0.7943380183809062
34620,0,0.19416365268383232
42362,0,0.3510126545116983
166040,0,0.3223516917041322
174456,0,0.44241998708407765
10201,0,0.2544362074463634
206633,0,0.4382870733550942
30072,0,0.5704419881283346
106679,0,0.2979142671243433
20604,0,0.5661794037980064
58422,0,0.1220929390181925
216740,0,0.21468445470474784
183687,0,0.7230348937943668
271057,0,0.41908467144630684
206537,0,0.4414437644747549
161160,1,0.5044198940988696
94007,0,0.19937495673035535
60090,0,0.46475086623703804
182953,0,0.3476564554098221
61938,0,0.3167428515860004
220173,0,0.22629636706257164
170694,0,0.6247625473289635
29270,0,0.43278277874540666
245156,0,0.1994141304261525
240993,0,0.8323981879871766
304542,0,0.436458233561443
195363,0,0.4486837296415189
274001,0,0.3510519382162774
105592,0,0.5404419368976915
130605,0,0.21107300105809154
120351,0,0.4865119280174776
21311,0,0.29539960983080993
32372,0,0.24928843899728398
245180,0,0.4961187815998676
156394,0,0.5107360979783343
288763,0,0.2577748019860085
93776,0,0.44344934251681273
207771,0,0.4171125709824521
108426,0,0.5391704938752229
279903,0,0.6609705565801434
97559,0,0.5250251220556325
100896,1,0.37652775977171954
100713,0,0.14415604896973327
657,0,0.24033785093293394
152405,0,0.7257025926546734
485,0,0.35121317622442416
163150,0,0.5518007517218233
172406,0,0.14551044985792239
40082,1,0.6093310749298197
137908,0,0.443250536583734
291608,0,0.44328715280581227
4326,0,0.7903657417084272
238129,0,0.3375138671811733
68492,0,0.5612231329910358
79512,0,0.6670609121287864
195652,0,0.5526431332632817
89169,0,0.552765414029209
90637,0,0.21886166762521855
95502,1,0.5627977812710179
267401,0,0.3282482077828426
301238,0,0.12903597681194454
100406,0,0.4822707402592559
257246,0,0.42401329703987256
275773,0,0.16295659785215216
141036,0,0.39140685514663326
256760,0,0.490724758185991
11118,0,0.23720082072712728
234799,1,0.3530692125167042
198548,0,0.3177625189521836
136919,0,0.3575226631177998
210450,0,0.8243798124116706
280659,0,0.31667268878205307
267157,0,0.3770538831427439
297770,0,0.4223911014413495
307214,0,0.35387800933881575
286761,0,0.19434436322550275
215507,0,0.5531188417565681
256125,0,0.3228201807693216
141562,0,0.3649706856359305
82223,0,0.37918400082725956
20203,0,0.2694996407229478
268183,0,0.356242375828599
43745,1,0.8161882871700324
144169,0,0.2792969638727643
98221,0,0.7420575334524847
52822,0,0.3657717097829073
307006,0,0.6306467111376601
5674,0,0.26308307741961257
297501,0,0.3246451609214008
40324,0,0.6263477044247492
187127,0,0.39497669356969645
15824,0,0.5544076335325453
150923,0,0.893621338040208
149380,0,0.3727354434259829
273971,0,0.4389762121772426
256018,0,0.8832237403406151
123993,0,0.6184038694877882
38045,1,0.5023604010787531
84684,0,0.3683696896626476
17132,0,0.30800767108098964
303279,0,0.7190353756053266
95471,0,0.21145416785399362
218420,0,0.5016218531332813
136991,1,0.8117199907620687
161870,0,0.5023072773692799
176231,0,0.32550720035785
7012,0,0.3840668574319718
246283,0,0.23395643864561985
251087,0,0.6339628616142208
242350,0,0.2793355354309969
54575,0,0.3753841472783023
123815,1,0.5343519047778981
263217,0,0.25956321464667426
148296,1,0.673088530303433
179745,0,0.5641323419186901
91637,0,0.4662805790338803
31413,0,0.1271508418815779
38920,0,0.4115690563803987
37923,0,0.3660428862221284
53213,0,0.34555757783146823
135626,0,0.4413477917584881
1325,0,0.3054355815416703
151574,0,0.10295419191763382
224749,0,0.424168501424562
122342,0,0.7279139503532794
160966,0,0.4818805494808538
158712,1,0.37433816206237874
14811,0,0.5937036207729881
230561,0,0.1931208593715171
289190,0,0.697014568827233
55332,0,0.4578572883104774
233282,0,0.19370369133919424
227428,0,0.4307713216503809
15581,0,0.49838929302779045
279972,0,0.4516629379538847
241294,1,0.48116003533770146
51018,0,0.2515181154671643
75111,0,0.30179144308799055
5156,0,0.5920091925083443
137507,0,0.5263838518580166
129398,0,0.38279232664572876
220800,0,0.6272736140258373
244164,0,0.5797114912922674
134125,0,0.2979085866820935
263844,0,0.4530374323495053
91286,0,0.43724220891641163
60574,0,0.5233065676169785
153460,0,0.17062903143635783
51932,0,0.31777608701262006
219571,0,0.635954039604447
135488,0,0.7436106233985802
149304,0,0.330499665681256
306745,1,0.8639451094800276
55709,0,0.44747251588913783
149845,0,0.4598482319376179
87499,0,0.26268815759246883
158002,1,0.7767252962853654
132664,1,0.41815167496651057
8342,0,0.6384839006860552
275531,0,0.41887481186862163
37534,0,0.6843995513620477
106953,0,0.5179312576280921
253195,0,0.670999566721449
156460,0,0.4649184265603913
52490,0,0.80093214658511
229376,0,0.696904862157375
123444,0,0.2625967948922618
290047,1,0.59480375143457
230817,1,0.5425381348921232
16843,0,0.2834805136681217
191751,1,0.5633797793145655
64777,0,0.7169503724206826
301600,0,0.14467256907105272
31666,0,0.5163261240897852
110235,0,0.22980132739625436
224317,0,0.19169483122869901
16657,0,0.583059567208189
170169,0,0.4483534101895642
271927,0,0.4953095413440853
252704,0,0.6235565055761166
193081,0,0.5701052227921782
45202,0,0.27562029074971817
282283,0,0.5496665086881142
250681,0,0.1429882156150785
151818,0,0.28089140714736865
106434,0,0.4369692163102865
130474,0,0.7666570190448486
77432,0,0.4594392897606732
208606,0,0.21743090723469324
181508,0,0.625622101038593
215243,0,0.6418771879840016
17055,0,0.16097421121232372
270333,1,0.44745603091570635
67059,0,0.4613744526934439
200838,1,0.38668652341718585
296386,0,0.5965896017707053
264702,0,0.3815413133744623
24931,0,0.43215589085529144
70318,0,0.31414376089533846
259359,0,0.6561069169807578
145206,0,0.46150651677184246
257445,0,0.38462151898074287
213206,0,0.5119035423666368
16943,0,0.21142108698721881
252461,0,0.6049039245027353
277231,0,0.16347462463261261
136819,0,0.28200364877178546
237685,0,0.13443832795673913
83854,0,0.5311755020548833
156940,0,0.308049862563866
134127,1,0.35923372667597453
173920,0,0.5490952421578879
186005,0,0.3272157252172131
8992,0,0.5404661021913988
128411,0,0.27806703599119226
95522,0,0.3786964466922127
163275,0,0.29825137361779835
132542,0,0.2609119410025191
257174,0,0.36745883458242296
255648,0,0.5189885925227832
284797,0,0.4983742575869648
138026,0,0.5998623492629567
190908,1,0.157560233145915
181386,0,0.6304663381925403
130008,0,0.33906366060183335
205103,0,0.3529880706463153
228656,0,0.5864959023914801
76681,0,0.303754625958336
133366,0,0.34551423845709156
171055,0,0.40081163382844803
110948,0,0.3062940867692636
289039,0,0.19912845171342122
211083,0,0.3989655818305178
130163,0,0.5602216590157559
32423,0,0.5472120345672106
259077,0,0.3330410598730758
89393,0,0.3902567862134631
107134,0,0.3970974341263959
215800,0,0.41749659091401925
97148,1,0.49454711298976084
281367,0,0.5294738455948027
103968,0,0.2669883771799213
216108,0,0.12526045088927248
4889,0,0.7700235786387563
117973,0,0.740670921114996
92178,1,0.8946320249610071
238246,0,0.6131217282490132
85947,0,0.49571651497084834
131582,0,0.5286758304864758
225226,0,0.7666621824754303
227007,0,0.31854017283629005
